minutes_roll_3,api_shots_total_roll_3,threat_roll_5,element,value,assists_roll_5,bonus_roll_3,goals_conceded_roll_5,ict_index_roll_5,threat_roll_3,influence_roll_5,total_points_roll_5,api_minutes_roll_5,next_was_home,api_minutes_roll_3,ict_index_roll_3,goals_scored_roll_5,api_key_passes_roll_5,api_goals_roll_3,total_points_roll_3,round,api_goals_roll_5,minutes_roll_5,assists_roll_3,influence_roll_3,api_shots_on_roll_3,api_key_passes_roll_3,goals_conceded_roll_3,api_assists_roll_3,bps_roll_3,goals_scored_roll_3,api_assists_roll_5,api_shots_total_roll_5,api_shots_on_roll_5,bonus_roll_5,bps_roll_5,next_opponent_strength,target_points
0.0,0.6666666666666666,0.0,31,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,False,56.0,0.0,0.0,0.2,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,3.0,0.0
0.0,0.6666666666666666,0.0,31,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,True,60.666666666666664,0.0,0.0,0.2,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.0,0.0
90.0,1.0,27.0,64,90,0.0,0.0,0.0,5.0,27.0,10.6,2.0,90.0,False,90.0,5.0,0.0,1.0,0.0,2.0,1,0.0,90.0,0.0,10.6,1.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,12.0,3.0,2.0
90.0,1.5,24.5,64,90,0.0,0.0,0.5,4.4,24.5,6.2,2.0,90.0,True,90.0,4.4,0.0,1.0,0.0,2.0,2,0.0,90.0,0.0,6.2,0.5,1.0,0.5,0.0,9.0,0.0,0.0,1.5,0.5,0.0,9.0,3.0,2.0
90.0,2.0,30.666666666666668,64,89,0.0,0.0,1.3333333333333333,4.8999999999999995,30.666666666666668,5.3999999999999995,2.0,90.0,False,90.0,4.8999999999999995,0.0,1.0,0.0,2.0,3,0.0,90.0,0.0,5.3999999999999995,0.6666666666666666,1.0,1.3333333333333333,0.0,7.333333333333333,0.0,0.0,2.0,0.6666666666666666,0.0,7.333333333333333,3.0,2.0
87.33333333333333,1.6666666666666667,23.5,64,89,0.0,0.0,1.0,4.2,22.333333333333332,4.55,2.0,88.25,False,87.66666666666667,3.9333333333333336,0.0,1.0,0.0,2.0,4,0.0,88.0,0.0,2.533333333333333,0.3333333333333333,1.0,1.3333333333333333,0.0,5.333333333333333,0.0,0.0,1.5,0.5,0.0,7.0,3.0,2.0
87.33333333333333,1.0,20.0,64,88,0.0,0.0,1.0,3.5200000000000005,17.0,3.88,2.0,88.6,True,87.66666666666667,2.933333333333333,0.0,0.8,0.0,2.0,5,0.0,88.4,0.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,4.666666666666667,0.0,0.0,1.2,0.4,0.0,6.4,3.0,8.0
87.33333333333333,0.3333333333333333,20.0,64,87,0.0,0.6666666666666666,1.2,3.9,11.666666666666666,9.239999999999998,3.2,88.6,True,87.66666666666667,3.266666666666667,0.2,0.6,0.3333333333333333,4.0,6,0.2,88.4,0.0,13.533333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,13.333333333333334,0.3333333333333333,0.0,1.2,0.4,0.4,10.0,3.0,2.0
82.0,0.6666666666666666,18.2,64,87,0.0,0.6666666666666666,1.0,3.44,15.333333333333334,8.879999999999999,3.2,84.0,False,82.33333333333333,3.066666666666667,0.2,0.4,0.3333333333333333,4.0,7,0.2,83.6,0.0,12.866666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,11.333333333333334,0.3333333333333333,0.0,1.0,0.4,0.4,8.8,3.0,1.0
61.666666666666664,0.6666666666666666,11.0,64,86,0.0,0.6666666666666666,0.4,2.4800000000000004,15.666666666666666,8.639999999999999,3.0,71.8,True,62.0,3.1666666666666665,0.2,0.2,0.3333333333333333,3.6666666666666665,8,0.2,71.4,0.0,13.333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,10.333333333333334,0.3333333333333333,0.0,0.4,0.2,0.4,8.2,4.0,2.0
60.0,0.3333333333333333,15.8,64,86,0.0,0.0,0.4,2.92,15.333333333333334,9.079999999999998,3.0,72.4,False,60.666666666666664,2.3000000000000003,0.2,0.2,0.0,1.6666666666666667,9,0.2,72.0,0.0,2.266666666666667,0.0,0.3333333333333333,0.0,0.0,2.3333333333333335,0.0,0.0,0.4,0.2,0.4,8.2,4.0,2.0
62.666666666666664,0.0,14.6,64,85,0.0,0.0,0.6,3.08,11.0,9.32,3.0,69.2,True,63.0,2.3333333333333335,0.2,0.4,0.0,1.6666666666666667,10,0.2,68.8,0.0,3.066666666666667,0.0,0.6666666666666666,0.6666666666666666,0.0,5.333333333333333,0.0,0.0,0.4,0.2,0.4,9.2,3.0,2.0
79.66666666666667,0.3333333333333333,18.2,64,85,0.0,0.0,0.4,2.7199999999999998,23.666666666666668,2.72,1.8,67.4,False,80.33333333333333,3.6666666666666665,0.0,0.4,0.0,2.0,11,0.0,66.8,0.0,3.6666666666666674,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,6.0,0.0,0.0,0.4,0.2,0.0,3.8,3.0,2.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,65,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
90.0,3.0,17.0,97,70,0.0,0.0,4.0,1.6,17.0,0.0,1.0,90.0,True,90.0,1.6,0.0,0.0,0.0,1.0,1,0.0,90.0,0.0,0.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,-1.0,3.0,2.0
88.5,1.5,10.5,97,70,0.0,0.0,2.0,3.5999999999999996,10.5,3.2,1.5,89.0,False,89.0,3.5999999999999996,0.0,2.0,0.0,1.5,2,0.0,88.5,0.0,3.2,0.0,2.0,2.0,0.0,6.0,0.0,0.0,1.5,0.0,0.0,6.0,3.0,8.0
85.66666666666667,2.6666666666666665,28.0,97,70,0.0,0.6666666666666666,1.3333333333333333,6.566666666666666,28.0,15.666666666666666,3.6666666666666665,86.33333333333333,True,86.33333333333333,6.566666666666666,0.3333333333333333,2.0,0.3333333333333333,3.6666666666666665,3,0.3333333333333333,85.66666666666667,0.0,15.666666666666666,0.6666666666666666,2.0,1.3333333333333333,0.0,15.333333333333334,0.3333333333333333,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,15.333333333333334,3.0,5.0
85.66666666666667,2.3333333333333335,31.0,97,70,0.25,0.6666666666666666,1.25,6.074999999999999,35.666666666666664,12.6,4.0,87.0,True,86.0,7.5666666666666655,0.25,1.5,0.3333333333333333,5.0,4,0.25,86.75,0.3333333333333333,16.8,1.0,2.0,0.3333333333333333,0.0,22.0,0.3333333333333333,0.0,2.5,0.75,0.5,16.25,3.0,2.0
86.66666666666667,2.3333333333333335,26.6,97,70,0.2,0.6666666666666666,1.0,5.359999999999999,37.333333333333336,11.0,3.6,87.6,False,86.66666666666667,6.533333333333334,0.2,1.4,0.3333333333333333,5.0,5,0.2,87.4,0.3333333333333333,16.2,1.0,1.0,0.3333333333333333,0.0,20.666666666666668,0.3333333333333333,0.0,2.0,0.6,0.4,14.8,3.0,2.0
90.0,1.0,24.8,97,70,0.2,0.0,0.6,5.4799999999999995,19.0,11.16,3.8,87.6,True,89.66666666666667,3.1,0.2,1.6,0.0,3.0,6,0.2,87.4,0.3333333333333333,2.9333333333333336,0.3333333333333333,0.6666666666666666,1.0,0.0,11.0,0.0,0.0,1.6,0.6,0.4,16.0,3.0,2.0
90.0,1.0,30.4,97,70,0.2,0.0,0.8,5.32,16.333333333333332,10.52,3.8,88.0,False,90.0,3.1666666666666665,0.2,1.0,0.0,2.0,7,0.2,88.0,0.0,2.8666666666666667,0.3333333333333333,1.0,1.0,0.0,8.0,0.0,0.0,2.0,0.8,0.4,15.4,3.0,0.0
60.0,1.0,17.8,97,70,0.2,0.0,0.8,2.82,13.333333333333334,2.4,2.2,71.8,True,60.0,2.3333333333333335,0.0,0.6,0.0,1.3333333333333333,8,0.0,72.0,0.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,5.0,0.0,0.0,1.0,0.4,0.0,8.6,3.0,0.0
30.0,0.6666666666666666,9.8,97,70,0.0,0.0,0.6,1.9,10.666666666666666,1.72,1.2,54.0,False,30.0,1.5999999999999999,0.0,0.6,0.0,0.6666666666666666,9,0.0,54.0,0.0,1.0666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3.3333333333333335,0.0,0.0,0.6,0.2,0.0,4.8,4.0,1.0
9.333333333333334,0.0,8.0,97,70,0.0,0.0,0.6,1.4,0.0,0.8,1.0,41.6,False,9.333333333333334,0.0,0.0,0.4,0.0,0.3333333333333333,10,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6,0.2,0.0,3.2,3.0,2.0
34.666666666666664,0.6666666666666666,9.8,97,70,0.0,0.0,0.8,1.5399999999999998,5.666666666666667,0.64,1.0,39.0,True,35.0,0.9666666666666667,0.0,0.4,0.0,1.0,11,0.0,38.8,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.8,0.2,0.0,2.6,3.0,5.0
0.0,0.0,0.0,98,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,98,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
0.3333333333333333,0.0,0.0,98,54,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,False,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0,0.0
0.3333333333333333,0.0,0.0,98,54,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,False,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0
0.3333333333333333,0.0,0.0,98,54,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,True,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,11,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,6.0
0.0,0.0,0.0,99,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,99,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1.0,0.0,0.0,100,45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,True,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
1.5,0.0,1.0,100,45,0.0,0.0,0.5,0.1,1.0,0.0,1.0,5.0,False,5.0,0.1,0.0,0.0,0.0,1.0,2,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,3.0,1.0
4.0,0.0,0.6666666666666666,100,45,0.0,0.0,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.0,1.0,6.333333333333333,True,6.333333333333333,0.06666666666666667,0.0,0.0,0.0,1.0,3,0.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.0,0.0
3.6666666666666665,0.0,0.5,100,45,0.0,0.0,0.25,0.05,0.6666666666666666,0.0,0.75,4.75,True,6.0,0.06666666666666667,0.0,0.0,0.0,0.6666666666666666,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
3.0,0.0,0.4,100,45,0.0,0.0,0.2,0.04,0.0,0.0,0.6,3.8,False,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,5,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,3.0,6.0
3.0,0.6666666666666666,8.0,100,45,0.0,0.6666666666666666,0.0,1.52,12.666666666666666,7.0,1.6,5.4,True,3.0,2.466666666666667,0.2,0.0,0.3333333333333333,2.0,6,0.2,4.0,0.0,11.666666666666666,0.6666666666666666,0.0,0.0,0.0,9.333333333333334,0.3333333333333333,0.0,0.4,0.4,0.4,6.8,3.0,0.0
